url_path,views_total,views_unique
/CBICA/spare_score,7,4
/CBICA/spare_score/tree/main/spare_scores,6,1
/CBICA/spare_score/blob/main/spare_scores/spare.py,3,1
/CBICA/spare_score/actions/runs/15784446762/job/44497639784,2,2
/CBICA/spare_score/forks,2,2
/CBICA/spare_score/blob/main/spare_scores/data/example_data_demographics.csv,2,1
/CBICA/spare_score/blob/main/spare_scores/data_prep.py,2,1
/CBICA/spare_score/tree/main/spare_scores/data,2,1
/CBICA/spare_score/actions,1,1
/CBICA/spare_score/actions/runs/13817986272/workflow,1,1
