url_path,views_total,views_unique
/CBICA/spare_score,13,5
/CBICA/spare_score/issues,2,2
/CBICA/spare_score/actions/runs/15761595270/workflow,1,1
/CBICA/spare_score/actions/runs/18606820448/workflow,1,1
/CBICA/spare_score/blob/8bd465c4a8cb08a3b4b5377da0f09ab95c0815cf/.github/workflows/ubuntu-tests-3.12.yml,1,1
/CBICA/spare_score/commit/415b8feda11b6cae768f71e6819bd1d4b71c0e3a,1,1
/CBICA/spare_score/pull/26/commits/068fe9a4be1139b945789690bdd74d98d08f2f1a,1,1
/CBICA/spare_score/pull/33,1,1
